;efficiency;marginal_cost;p_nom;carrier;p_max_pu
3371 biomass;0.4699999999999996;14.893617021276583;20.5691;biomass;1.0
3371 onwind;1.0;2.0;206.57330878461036;onshore wind;0.08529680316279699
3371 ror;0.9;3.0;44.06;run of river;0.6608531105671127
3371 solar;1.0;1.0;324.9671911553155;solar;0.15953360582966522
3372 CCGT;0.5867942430703624;38.45391478762312;1822.0;CCGT;1.0
3372 biomass;0.4699999999999999;14.893617021276606;25.054;biomass;1.0
3372 onwind;1.0;2.0;36.48015144695077;onshore wind;0.08275254922535571
3372 ror;0.9;3.0;43.1;run of river;0.6608531105671128
3372 solar;1.0;1.0;241.1297495137584;solar;0.12599079778376956
3373 OCGT;0.3806;57.31135049921178;25.4;OCGT;1.0
3373 biomass;0.47;14.893617021276597;19.551499999999997;biomass;1.0
3373 onwind;1.0;2.0;43.33307601426595;onshore wind;0.07033718449583662
3373 ror;0.9;3.0;0.198;run of river;0.6608531105671128
3373 solar;1.0;1.0;278.14049742840496;solar;0.08307239042970276
3374 biomass;0.47;14.893617021276599;36.5694;biomass;1.0
3374 coal;0.33;28.196969696969695;436.99811741094464;coal;1.0
3374 onwind;1.0;2.0;31.978020635482906;onshore wind;0.08700775623125966
3374 ror;0.9;3.0;25.0;run of river;0.6608531105671129
3374 solar;1.0;1.0;283.33390691711406;solar;0.11682174690695656
3375 biomass;0.4699999999999997;14.8936170212766;66.7757;biomass;1.0
3375 onwind;1.0;2.0;88.64334448866101;onshore wind;0.10782401933712683
3375 ror;0.9;3.0;0.535;run of river;0.6608531105671128
3375 solar;1.0;1.0;349.8432833576598;solar;0.08079319821694537
3378 biomass;0.47;14.893617021276606;13.576999999999998;biomass;1.0
3378 onwind;1.0;2.0;8.408172182679447;onshore wind;0.09626834130017613
3378 ror;0.9;3.0;0.055;run of river;0.6608531105671128
3378 solar;1.0;1.0;55.81101919246759;solar;0.11388179135114204
3379 CCGT;0.5123580303727566;43.43037955582861;651.9;CCGT;1.0
3379 OCGT;0.4058999999999999;54.01958610495197;27.1;OCGT;1.0
3379 biomass;0.46999999999999975;14.893617021276611;77.57880000000003;biomass;1.0
3379 coal;0.33;28.196969696969695;336.50698914555863;coal;1.0
3379 onwind;1.0;2.0;32.959526712761686;onshore wind;0.08759040232318906
3379 ror;0.9000000000000001;3.0;89.369;run of river;0.6608531105671127
3379 solar;1.0;1.0;359.39573219766584;solar;0.0925614583930422
3380 OCGT;0.4059;54.01958610495196;17.6;OCGT;1.0
3380 biomass;0.4699999999999996;14.893617021276583;26.687;biomass;1.0
3380 onwind;1.0;2.0;32.536410849102566;onshore wind;0.07844697114145337
3380 ror;0.9;3.0;0.14;run of river;0.6608531105671129
3380 solar;1.0;1.0;365.12712285940535;solar;0.12356008534057608
3381 OCGT;0.4047067796610169;54.16558755659047;29.5;OCGT;1.0
3381 biomass;0.4699999999999996;14.893617021276583;27.748499999999996;biomass;1.0
3381 nuclear;0.33;11.378787878787879;1410.0;nuclear;1.0
3381 onwind;1.0;2.0;34.61945269253891;onshore wind;0.06202004324017177
3381 ror;0.9000000000000001;3.0;46.44780000000001;run of river;0.6608531105671127
3381 solar;1.0;1.0;396.84499899681555;solar;0.18719395858620227
3391 OCGT;0.40995445445445444;53.860093960056524;62.410000000000004;OCGT;1.0
3391 biomass;0.46999999999999914;14.893617021276558;69.0236;biomass;1.0
3391 oil;0.3332;156.06002400960384;93.6;oil;1.0
3391 onwind;1.0;2.0;52.731071726833;onshore wind;0.0391694264000651
3391 ror;0.8999999999999999;3.0;233.8052;run of river;0.6608531105671128
3391 solar;1.0;1.0;387.6005398508802;solar;0.108139176469405
3394 CCGT;0.585;38.55897435897437;120.0;CCGT;1.0
3394 biomass;0.46999999999999914;14.893617021276572;90.005;biomass;1.0
3394 onwind;1.0;2.0;78.52039476481305;onshore wind;0.04333742139680147
3394 ror;0.9000000000000001;3.0;48.251799999999996;run of river;0.6608531105671129
3394 solar;1.0;1.0;943.5866942986955;solar;0.28996703448383043
3396 biomass;0.4699999999999992;14.893617021276587;55.3373;biomass;1.0
3396 onwind;1.0;2.0;72.16196803236072;onshore wind;0.0686936449504144
3396 ror;0.8999999999999994;3.0;218.33710000000005;run of river;0.6608531105671127
3396 solar;1.0;1.0;880.9732401291715;solar;0.3533474285108409
3397 CCGT;0.5445;41.11460055096419;120.0;CCGT;1.0
3397 biomass;0.46999999999999925;14.893617021276622;49.82000000000001;biomass;1.0
3397 onwind;1.0;2.0;32.27362578420297;onshore wind;0.09033680963093975
3397 ror;0.9000000000000001;3.0;225.53799999999998;run of river;0.6608531105671128
3397 solar;1.0;1.0;399.81784655923224;solar;0.11937594771817994
3566 CCGT;0.531;42.05310734463277;38.6;CCGT;1.0
3566 biomass;0.4699999999999997;14.893617021276587;20.6406;biomass;1.0
3566 onwind;1.0;2.0;42.55843270048138;onshore wind;0.5122147244312627
3566 ror;0.9000000000000001;3.0;1.7828;run of river;0.6608531105671129
3566 solar;1.0;1.0;325.2268036179498;solar;0.31001721128576026
3571 biomass;0.47000000000000014;14.893617021276604;26.519000000000002;biomass;1.0
3571 onwind;1.0;2.0;72.16764959435886;onshore wind;0.4135937618064826
3571 ror;0.9;3.0;0.44899999999999995;run of river;0.6608531105671129
3571 solar;1.0;1.0;184.34588712208267;solar;0.13882945343058664
3572 biomass;0.47000000000000003;14.893617021276606;11.971899999999998;biomass;1.0
3572 onwind;1.0;2.0;11.567833871263465;onshore wind;0.3827808888228051
3572 ror;0.9;3.0;0.136;run of river;0.6608531105671127
3572 solar;1.0;1.0;102.05704276467551;solar;0.11445414033652189
3573 biomass;0.4700000000000002;14.893617021276608;6.725700000000001;biomass;1.0
3573 onwind;1.0;2.0;22.499318366394192;onshore wind;0.34001754079526686
3573 ror;0.9;3.0;169.00000000000003;run of river;0.6608531105671127
3573 solar;1.0;1.0;138.10599064856342;solar;0.12597521274890888
3598 OCGT;0.4037;54.2894476096111;30.0;OCGT;1.0
3598 biomass;0.46999999999999986;14.8936170212766;3.1028000000000002;biomass;1.0
3598 onwind;1.0;2.0;35.54934738756495;onshore wind;0.49917529360741764
3598 ror;0.9000000000000001;3.0;356.543;run of river;0.4510679230987374
3598 solar;1.0;1.0;118.464046061473;solar;0.1016331386890224
3600 biomass;0.46999999999999975;14.893617021276595;56.48609999999999;biomass;1.0
3600 onwind;1.0;2.0;67.23444044343731;onshore wind;0.5921791964893119
3600 ror;0.9000000000000001;3.0;1.276;run of river;0.6608531105671127
3600 solar;1.0;1.0;308.7832048638253;solar;0.061483086322544414
3602 biomass;0.4700000000000002;14.893617021276608;12.261;biomass;1.0
3602 onwind;1.0;2.0;6.3528685813177646;onshore wind;0.6276016352083632
3602 ror;0.9;3.0;123.47;run of river;0.6608531105671128
3602 solar;1.0;1.0;77.3079960662678;solar;0.0562198170015039
3741 biomass;0.46999999999999953;14.89361702127659;27.668599999999998;biomass;1.0
3741 onwind;1.0;2.0;57.94042072133998;onshore wind;0.2948466034683582
3741 ror;0.9;3.0;0.335;run of river;0.6608531105671128
3741 solar;1.0;1.0;229.49102754799827;solar;0.14305747072347993
3743 OCGT;0.3993;54.838091660405716;95.0;OCGT;1.0
3743 biomass;0.46999999999999986;14.893617021276594;21.2175;biomass;1.0
3743 onwind;1.0;2.0;6.882526063148976;onshore wind;0.20550069762738
3743 ror;0.9;3.0;0.8440300000000001;run of river;0.6608531105671127
3743 solar;1.0;1.0;169.98176802816457;solar;0.15042399594988273
3745 OCGT;0.3577816;60.6795240448363;35.1375;OCGT;1.0
3745 biomass;0.4700000000000002;14.893617021276608;15.9546;biomass;1.0
3745 onwind;1.0;2.0;5.40001412040564;onshore wind;0.18964423829271163
3745 ror;0.9;3.0;0.42;run of river;0.6608531105671128
3745 solar;1.0;1.0;96.87711287911449;solar;0.1576018151879281
3747 biomass;0.47000000000000014;14.893617021276604;14.578999999999997;biomass;1.0
3747 onwind;1.0;2.0;13.576931638494079;onshore wind;0.3787103216917214
3747 ror;0.9;3.0;0.04;run of river;0.6608531105671129
3747 solar;1.0;1.0;211.5606603210633;solar;0.11679079062176133
3748 OCGT;0.4048;54.15415019762846;29.151;OCGT;1.0
3748 biomass;0.46999999999999986;14.893617021276604;5.2209;biomass;1.0
3748 coal;0.33;28.196969696969695;88.50594783006474;coal;1.0
3748 onwind;1.0;2.0;0.23184436772002104;onshore wind;0.17726941961622647
3748 ror;0.9;3.0;0.16;run of river;0.6608531105671129
3748 solar;1.0;1.0;60.550422783910115;solar;0.12923685091673948
3749 OCGT;0.3264687747035573;66.0679095749704;253.0;OCGT;1.0
3749 biomass;0.4699999999999999;14.893617021276597;2.227;biomass;1.0
3749 coal;0.33;28.196969696969695;788.256097861514;coal;1.0
3749 onwind;1.0;2.0;9.200695883575166;onshore wind;0.16651915983199
3749 solar;1.0;1.0;58.885675171642276;solar;0.1232215891258988
3750 biomass;0.4699999999999998;14.893617021276604;3.5275000000000003;biomass;1.0
3750 onwind;1.0;2.0;0.6147171461792835;onshore wind;0.1704924129972271
3750 ror;0.9;3.0;0.6;run of river;0.6608531105671128
3750 solar;1.0;1.0;52.09747387185055;solar;0.09762634337073921
3751 biomass;0.47;14.893617021276597;1.38;biomass;1.0
3751 onwind;1.0;2.0;0.6227239762573513;onshore wind;0.17742511446638698
3751 ror;0.9;3.0;11.149999999999999;run of river;0.660853110567113
3751 solar;1.0;1.0;52.43033727057209;solar;0.1016618643082993
3752 OCGT;0.4212;52.575911845041716;23.240000000000002;OCGT;1.0
3752 biomass;0.46999999999999975;14.893617021276588;25.981699999999996;biomass;1.0
3752 onwind;1.0;2.0;12.92096836335664;onshore wind;0.2865315171793231
3752 ror;0.9000000000000001;3.0;2.0669999999999997;run of river;0.6608531105671129
3752 solar;1.0;1.0;171.8609480479505;solar;0.10563499468429192
3754 biomass;0.46999999999999925;14.893617021276619;57.743300000000005;biomass;1.0
3754 onwind;1.0;2.0;57.37840813559801;onshore wind;0.4845586491706745
3754 ror;0.9;3.0;1.012;run of river;0.6608531105671127
3754 solar;1.0;1.0;292.423608245213;solar;0.10855457451590554
3755 biomass;0.4699999999999997;14.893617021276587;31.799;biomass;1.0
3755 onwind;1.0;2.0;37.75599256307898;onshore wind;0.28919198605654417
3755 ror;0.9;3.0;0.8;run of river;0.6608531105671128
3755 solar;1.0;1.0;168.8601450009489;solar;0.06924351909013374
3778 biomass;0.4699999999999995;14.893617021276595;25.587500000000002;biomass;1.0
3778 onwind;1.0;2.0;14.116580811393042;onshore wind;0.3476622753362673
3778 ror;0.9;3.0;1.035;run of river;0.6608531105671128
3778 solar;1.0;1.0;207.01632971062153;solar;0.08719115357261581
3779 biomass;0.46999999999999964;14.893617021276585;14.980599999999997;biomass;1.0
3779 onwind;1.0;2.0;15.875766160126656;onshore wind;0.20015080912722039
3779 ror;0.9000000000000001;3.0;2.249;run of river;0.6608531105671128
3779 solar;1.0;1.0;165.37165599687478;solar;0.06778354517321475
3792 biomass;0.4699999999999992;14.893617021276581;86.7215;biomass;1.0
3792 onwind;1.0;2.0;463.11403736199486;onshore wind;0.1331454417642019
3792 ror;0.9;3.0;0.49350000000000005;run of river;0.6608531105671127
3792 solar;1.0;1.0;572.6544438506422;solar;0.14436507754052094
3793 biomass;0.4699999999999996;14.893617021276583;22.963299999999993;biomass;1.0
3793 onwind;1.0;2.0;19.865593434024348;onshore wind;0.1990936951513033
3793 ror;0.9;3.0;3.4660000000000006;run of river;0.6608531105671128
3793 solar;1.0;1.0;201.68902124248945;solar;0.08594276573435965
3794 OCGT;0.4004;54.69980019980021;18.9;OCGT;1.0
3794 biomass;0.47000000000000014;14.893617021276608;25.202;biomass;1.0
3794 onwind;1.0;2.0;80.14281998144571;onshore wind;0.14277063698377665
3794 ror;0.9;3.0;0.452;run of river;0.6608531105671128
3794 solar;1.0;1.0;140.56701184750108;solar;0.13262890129788277
3796 biomass;0.4699999999999993;14.893617021276617;75.8555;biomass;1.0
3796 coal;0.33;28.196969696969695;124.46148913602852;coal;1.0
3796 onwind;1.0;2.0;36.32354527091783;onshore wind;0.3524175614063663
3796 ror;0.9;3.0;1.2125;run of river;0.6608531105671128
3796 solar;1.0;1.0;298.1193883234162;solar;0.08907872191316704
3798 biomass;0.46999999999999925;14.893617021276615;46.894600000000004;biomass;1.0
3798 onwind;1.0;2.0;34.682395917375764;onshore wind;0.32383487767694774
3798 ror;0.9;3.0;116.30999999999999;run of river;0.6608531105671129
3798 solar;1.0;1.0;440.39186382283447;solar;0.07004128130499848
3799 biomass;0.46999999999999953;14.893617021276587;108.2647;biomass;1.0
3799 onwind;1.0;2.0;86.0771131436891;onshore wind;0.1041828937574445
3799 ror;0.9;3.0;62.888;run of river;0.6608531105671128
3799 solar;1.0;1.0;500.6725150363598;solar;0.14961114864888375
3803 biomass;0.46999999999999925;14.89361702127662;45.93936;biomass;1.0
3803 onwind;1.0;2.0;51.297661351249104;onshore wind;0.17475063505427935
3803 ror;0.9000000000000001;3.0;75.437;run of river;0.6608531105671129
3803 solar;1.0;1.0;567.9239275128318;solar;0.07771709948397103
3804 OCGT;0.3702285714285714;58.79078561506406;140.0;OCGT;1.0
3804 biomass;0.4699999999999993;14.893617021276615;42.9283;biomass;1.0
3804 onwind;1.0;2.0;69.59419569854005;onshore wind;0.09838164699325523
3804 ror;0.9000000000000001;3.0;41.800000000000004;run of river;0.6608531105671128
3804 solar;1.0;1.0;443.1751512771432;solar;0.11292456244925599
3806 biomass;0.4699999999999991;14.893617021276551;73.7587;biomass;1.0
3806 oil;0.3603;144.91476378244198;35.4;oil;1.0
3806 onwind;1.0;2.0;146.54221235170314;onshore wind;0.18278275647833436
3806 ror;0.8999999999999999;3.0;54.224;run of river;0.6608531105671128
3806 solar;1.0;1.0;693.3752767501043;solar;0.10218986537125209
4548 OCGT;0.3795;57.46487186694204;50.4;OCGT;1.0
4548 biomass;0.47000000000000014;14.893617021276606;41.05806;biomass;1.0
4548 onwind;1.0;2.0;635.9480345279449;onshore wind;0.0
4548 solar;1.0;1.0;395.45791614939554;solar;0.0777727755525526
4553 biomass;0.4699999999999999;14.893617021276597;44.81700000000001;biomass;1.0
4553 onwind;1.0;2.0;501.1321364436406;onshore wind;0.0
4553 solar;1.0;1.0;326.99864938554583;solar;0.18864739412200285
4554 CCGT;0.4674064769832534;47.73685473617005;327.79999999999995;CCGT;1.0
4554 biomass;0.47000000000000014;14.893617021276604;33.7021;biomass;1.0
4554 lignite;0.37;11.361736598266871;948.697079209118;lignite;1.0
4554 oil;0.3722;140.395401236351;212.5;oil;1.0
4554 onwind;1.0;2.0;557.6053847135927;onshore wind;0.0
4554 ror;0.9;3.0;8.333;run of river;0.6608531105671127
4554 solar;1.0;1.0;365.6085889323382;solar;0.09264860109893124
4557 CCGT;0.5556695692025665;40.372576498736876;109.1;CCGT;1.0
4557 biomass;0.47;14.893617021276597;28.4643;biomass;1.0
4557 onwind;1.0;2.0;211.41296992481273;onshore wind;0.01502591697150077
4557 solar;1.0;1.0;260.7105386002245;solar;0.11623338493216526
4559 CCGT;0.585;38.55897435897437;334.0;CCGT;1.0
4559 biomass;0.47000000000000014;14.893617021276604;26.1;biomass;1.0
4559 lignite;0.3922;10.89628116715291;1756.6764651973165;lignite;1.0
4559 onwind;1.0;2.0;199.55887234364678;onshore wind;0.0
4559 ror;0.9;3.0;0.39999999999999997;run of river;0.6608531105671129
4559 solar;1.0;1.0;287.6264761447177;solar;0.10389073335679096
4562 OCGT;0.39563333333333334;55.36051925004898;62.7;OCGT;1.0
4562 biomass;0.4699999999999999;14.893617021276597;47.3099;biomass;1.0
4562 lignite;0.3831999999999999;11.067849686847602;23.3;lignite;1.0
4562 onwind;1.0;2.0;159.2121906251127;onshore wind;0.0068799009683033025
4562 ror;0.9;3.0;2.80204;run of river;0.6608531105671127
4562 solar;1.0;1.0;344.55487316115523;solar;0.13544624301210614
4565 OCGT;0.3472626702997275;62.38125738551568;183.5;OCGT;1.0
4565 biomass;0.4700000000000002;14.893617021276608;51.684000000000005;biomass;1.0
4565 onwind;1.0;2.0;294.79966339079033;onshore wind;0.0
4565 solar;1.0;1.0;153.84827740628054;solar;0.03447112558062671
4566 biomass;0.46999999999999964;14.893617021276585;69.05999999999999;biomass;1.0
4566 onwind;1.0;2.0;670.8911785815752;onshore wind;0.0
4566 solar;1.0;1.0;406.0705411362425;solar;0.04284826652543034
4567 CCGT;0.4037;53.989447609611105;164.0;CCGT;1.0
4567 biomass;0.46999999999999986;14.893617021276604;46.8322;biomass;1.0
4567 onwind;1.0;2.0;9.204207572866938;onshore wind;0.0
4567 solar;1.0;1.0;53.70603571387947;solar;0.030972124369634195
4568 biomass;0.47000000000000014;14.893617021276608;22.4754;biomass;1.0
4568 onwind;1.0;2.0;927.8009109680954;onshore wind;0.0
4568 ror;0.9;3.0;0.215;run of river;0.6608531105671128
4568 solar;1.0;1.0;528.2172537852024;solar;0.03865114906169363
4571 OCGT;0.3773;57.773257354890006;46.6;OCGT;1.0
4571 biomass;0.47;14.893617021276604;33.188;biomass;1.0
4571 oil;0.3795;137.75230566534916;17.0;oil;1.0
4571 onwind;1.0;2.0;174.51798497523748;onshore wind;0.0
4571 ror;0.9000000000000001;3.0;11.781999999999998;run of river;0.6608531105671129
4571 solar;1.0;1.0;363.5406473798309;solar;0.09389459601266081
4573 OCGT;0.3696;58.88311688311689;57.2;OCGT;1.0
4573 biomass;0.47;14.8936170212766;48.1015;biomass;1.0
4573 lignite;0.3741528455284553;11.250843097034384;153.9973594162477;lignite;1.0
4573 onwind;1.0;2.0;254.82395997167833;onshore wind;0.0
4573 ror;0.9000000000000001;3.0;44.113400000000006;run of river;0.6608531105671128
4573 solar;1.0;1.0;414.18810798083433;solar;0.1039659287091079
4577 OCGT;0.38225;57.08349669807487;53.019999999999996;OCGT;1.0
4577 biomass;0.47;14.893617021276597;52.111;biomass;1.0
4577 onwind;1.0;2.0;487.2805731833234;onshore wind;0.0
4577 ror;0.9;3.0;0.138;run of river;0.6608531105671128
4577 solar;1.0;1.0;460.02441369298305;solar;0.055829460023265165
4584 biomass;0.4699999999999999;14.893617021276604;35.3235;biomass;1.0
4584 onwind;1.0;2.0;130.67079363351468;onshore wind;0.04814430320542473
4584 ror;0.9;3.0;0.312;run of river;0.6608531105671128
4584 solar;1.0;1.0;136.50447855962554;solar;0.05975857014363902
4585 biomass;0.46999999999999925;14.89361702127662;80.967;biomass;1.0
4585 onwind;1.0;2.0;387.1778565771693;onshore wind;0.06534273464854942
4585 ror;0.9000000000000002;3.0;2.8371800000000005;run of river;0.6608531105671127
4585 solar;1.0;1.0;373.39051096719663;solar;0.10852052189375222
4589 OCGT;0.3639387096774193;59.729079692610426;18.6;OCGT;1.0
4589 biomass;0.4699999999999993;14.893617021276613;48.21650000000001;biomass;1.0
4589 onwind;1.0;2.0;285.26334811181107;onshore wind;0.07898482355972396
4589 ror;0.9000000000000001;3.0;1.0505;run of river;0.6608531105671128
4589 solar;1.0;1.0;321.3026214462815;solar;0.07971031694559887
4590 biomass;0.46999999999999914;14.893617021276569;86.42826000000001;biomass;1.0
4590 onwind;1.0;2.0;206.32641586788475;onshore wind;0.08013982557842876
4590 ror;0.9000000000000001;3.0;2.267;run of river;0.6608531105671128
4590 solar;1.0;1.0;470.758751293316;solar;0.09535562358611825
4592 OCGT;0.3990799999999999;54.86584143530121;13.25;OCGT;1.0
4592 biomass;0.46999999999999964;14.893617021276604;67.483;biomass;1.0
4592 onwind;1.0;2.0;145.9772236134875;onshore wind;0.06794590789074842
4592 ror;0.9000000000000001;3.0;27.612;run of river;0.6608531105671129
4592 solar;1.0;1.0;649.7859947620791;solar;0.20924504707698866
4620 biomass;0.4699999999999998;14.893617021276604;7.599;biomass;1.0
4620 lignite;0.39080000000000004;10.922922954393023;3035.684474241242;lignite;1.0
4620 onwind;1.0;2.0;209.61151227630668;onshore wind;0.0
4620 solar;1.0;1.0;298.06190331483947;solar;0.04078831145585508
4625 CCGT;0.513;43.38128654970761;122.0;CCGT;1.0
4625 biomass;0.4700000000000002;14.893617021276606;18.5835;biomass;1.0
4625 onwind;1.0;2.0;111.5032651093683;onshore wind;0.0
4625 ror;0.9;3.0;0.075;run of river;0.6608531105671128
4625 solar;1.0;1.0;403.4879689313912;solar;0.05539523193209873
4626 biomass;0.47;14.893617021276597;4.749;biomass;1.0
4626 lignite;0.394;10.860406091370557;1475.423802790397;lignite;1.0
4626 onwind;1.0;2.0;128.38813420411108;onshore wind;0.0
4626 ror;0.9;3.0;38.1;run of river;0.6608531105671127
4626 solar;1.0;1.0;285.97350756789194;solar;0.0353153848528836
4627 biomass;0.4699999999999998;14.893617021276604;4.8383;biomass;1.0
4627 lignite;0.4016168108776267;10.720813276373619;2380.965161753003;lignite;1.0
4627 onwind;1.0;2.0;17.413788502400354;onshore wind;0.0
4627 ror;0.9;3.0;0.9199999999999999;run of river;0.6608531105671129
4627 solar;1.0;1.0;103.43824303826597;solar;0.05213794650369265
4629 biomass;0.46999999999999964;14.893617021276587;29.2339;biomass;1.0
4629 onwind;1.0;2.0;194.5517067682353;onshore wind;0.0
4629 solar;1.0;1.0;231.79285165869095;solar;0.05194761134475248
4666 biomass;0.4699999999999999;14.893617021276597;1.6504999999999999;biomass;1.0
4666 onwind;1.0;2.0;19.407149482398435;onshore wind;0.061586674521951115
4666 solar;1.0;1.0;51.0750548089367;solar;0.34707984844893963
4685 OCGT;0.3872;56.4111570247934;11.4;OCGT;1.0
4685 biomass;0.46999999999999953;14.893617021276594;53.967700000000015;biomass;1.0
4685 onwind;1.0;2.0;419.9003200041743;onshore wind;0.008758498229574049
4685 solar;1.0;1.0;470.4267400326986;solar;0.10951053220319822
4691 OCGT;0.3795;57.46442687747036;24.0;OCGT;1.0
4691 biomass;0.4699999999999998;14.893617021276604;10.296;biomass;1.0
4691 oil;0.3817;136.99292638197537;4.8;oil;1.0
4691 onwind;1.0;2.0;99.55373255533715;onshore wind;0.029661354361726903
4691 solar;1.0;1.0;77.42930990065955;solar;0.2665421657137363
4693 biomass;0.4700000000000001;14.893617021276604;16.038;biomass;1.0
4693 onwind;1.0;2.0;104.03322807040003;onshore wind;0.06793987678729435
4693 solar;1.0;1.0;187.12554834335276;solar;0.25903086503199346
4695 OCGT;0.4027;54.504234816697604;73.5;OCGT;1.0
4695 biomass;0.46999999999999986;14.893617021276599;6.2989999999999995;biomass;1.0
4695 coal;0.33;28.196969696969695;600.0;coal;1.0
4695 onwind;1.0;2.0;19.590881352225228;onshore wind;0.06245095804887821
4695 solar;1.0;1.0;87.58291709627609;solar;0.3641522846964235
4698 biomass;0.47000000000000003;14.893617021276606;23.543;biomass;1.0
4698 coal;0.33;28.196969696969695;1491.3243478758093;coal;1.0
4698 onwind;1.0;2.0;84.69556962695155;onshore wind;0.015620264819781323
4698 solar;1.0;1.0;72.1360606646053;solar;0.2503030456841028
4700 biomass;0.4699999999999999;14.893617021276597;8.199;biomass;1.0
4700 onwind;1.0;2.0;4.6;onshore wind;0.06370053571813247
4700 solar;1.0;1.0;21.70902608534245;solar;0.38121038300262117
4701 biomass;0.46999999999999986;14.8936170212766;5.588;biomass;1.0
4701 onwind;1.0;2.0;30.469808935022225;onshore wind;0.013531349546505238
4701 solar;1.0;1.0;42.37390405198735;solar;0.27136233276432925
4703 biomass;0.46999999999999986;14.893617021276597;6.630000000000001;biomass;1.0
4703 onwind;1.0;2.0;3.12;onshore wind;0.06370053571813247
4703 solar;1.0;1.0;32.92786067162499;solar;0.3230504046641714
4705 biomass;0.47;14.893617021276597;1.140911;biomass;1.0
4705 lignite;0.3833991391678623;11.171492530851268;6199.546814715448;lignite;1.0
4705 onwind;1.0;2.0;93.23272380220213;onshore wind;0.08613436663237829
4705 ror;0.9;3.0;0.075;run of river;0.6608531105671128
4705 solar;1.0;1.0;29.626110324849577;solar;0.34431799858953144
4709 OCGT;0.3956;55.30889787664308;400.0;OCGT;1.0
4709 biomass;0.4699999999999999;14.893617021276603;18.95902;biomass;1.0
4709 lignite;0.3650292707802142;11.489732956154281;1838.0698786647483;lignite;1.0
4709 onwind;1.0;2.0;391.4600737483199;onshore wind;0.16198833171011
4709 ror;0.9;3.0;14.225;run of river;0.6608531105671129
4709 solar;1.0;1.0;193.2290652353606;solar;0.24153566123184067
4710 biomass;0.47;14.893617021276597;2.1229999999999998;biomass;1.0
4710 onwind;1.0;2.0;66.64605042467392;onshore wind;0.09773577853631289
4710 solar;1.0;1.0;31.03143625784896;solar;0.32074043082178977
4713 CCGT;0.5708201438848921;39.515444587937054;1418.0;CCGT;1.0
4713 OCGT;0.3762;57.929027113237645;18.879;OCGT;1.0
4713 biomass;0.46999999999999986;14.893617021276597;7.126999999999999;biomass;1.0
4713 onwind;1.0;2.0;8.538578702706983;onshore wind;0.0803056973102921
4713 solar;1.0;1.0;66.9905129119876;solar;0.44326613003899407
4715 lignite;0.31813082795067527;13.00691383909729;3109.455664380762;lignite;1.0
4715 onwind;1.0;2.0;164.88230948746417;onshore wind;0.08966282181195584
4715 solar;1.0;1.0;28.048393704974398;solar;0.37519944106766584
4716 OCGT;0.385;56.70779220779221;10.2;OCGT;1.0
4716 biomass;0.4699999999999999;14.893617021276597;5.347;biomass;1.0
4716 onwind;1.0;2.0;1.0666876215278127;onshore wind;0.06638237965819278
4716 ror;0.9;3.0;0.06;run of river;0.6608531105671128
4716 solar;1.0;1.0;26.155213044689063;solar;0.47683928236783213
4717 biomass;0.47;14.893617021276597;2.259;biomass;1.0
4717 onwind;1.0;2.0;5.150295042318606;onshore wind;0.07622965612101386
4717 solar;1.0;1.0;36.29374586102885;solar;0.4791989635959895
4719 CCGT;0.5111548581372622;43.62880075565944;976.0;CCGT;1.0
4719 biomass;0.4699999999999998;14.893617021276603;1.2769000000000001;biomass;1.0
4719 lignite;0.424;10.339622641509434;78.38188952323983;lignite;1.0
4719 onwind;1.0;2.0;1.032413727050647;onshore wind;0.08768388761145854
4719 ror;0.9;3.0;0.45;run of river;0.6608531105671128
4719 solar;1.0;1.0;49.31953175751845;solar;0.529068704168129
4720 CCGT;0.5445;41.11460055096419;15.8;CCGT;1.0
4720 biomass;0.47;14.893617021276597;2.014;biomass;1.0
4720 oil;0.38;137.57894736842104;97.1;oil;1.0
4720 onwind;1.0;2.0;0.5356619019157498;onshore wind;0.07244001798170033
4720 solar;1.0;1.0;42.324678170660974;solar;0.4372036827463425
4722 OCGT;0.3696;58.88311688311689;51.9;OCGT;1.0
4722 biomass;0.4699999999999998;14.893617021276603;4.2715000000000005;biomass;1.0
4722 lignite;0.3496;11.795194508009153;14.5;lignite;1.0
4722 onwind;1.0;2.0;28.403238453023967;onshore wind;0.08414323058735591
4722 solar;1.0;1.0;68.41808640994783;solar;0.2706592885278754
4723 CCGT;0.5000585193249864;44.395295596868095;1820.0;CCGT;1.0
4723 OCGT;0.3806;57.31135049921178;66.0;OCGT;1.0
4723 biomass;0.4699999999999993;14.893617021276619;39.64100000000002;biomass;1.0
4723 nuclear;0.33;11.378787878787879;1336.0;nuclear;1.0
4723 onwind;1.0;2.0;363.8649376841571;onshore wind;0.0
4723 solar;1.0;1.0;239.74717364282455;solar;0.056519132024540175
4724 biomass;0.4699999999999992;14.893617021276583;62.8043;biomass;1.0
4724 onwind;1.0;2.0;827.1068873434783;onshore wind;0.0
4724 solar;1.0;1.0;459.6762995005655;solar;0.06554391283024973
4728 biomass;0.46999999999999936;14.89361702127661;45.6445;biomass;1.0
4728 onwind;1.0;2.0;189.60784476692663;onshore wind;0.0
4728 solar;1.0;1.0;286.21275951902726;solar;0.16455799852351916
4730 CCGT;0.5625;39.93333333333334;104.14;CCGT;1.0
4730 biomass;0.46999999999999953;14.89361702127659;30.825;biomass;1.0
4730 onwind;1.0;2.0;172.5980358202878;onshore wind;0.0
